,ID,DOI,complete,csv_post_title,crossref_API_out,title,DOI_API,title_API,title_match,DOI_match
1107,1931,10.1016/j.rbmo.2015.05.018,"Konstantinidis M, Prates R, Goodall NN, Fischer J, Tecson V, Lemma T et al. Live births following Karyomapping of human blastocysts: experience from clinical application of the method.   Sep;31(3):394-403. doi: 10.1016/j.rbmo.2015.05.018. Epub 2015 Jun 9.",Live births following Karyomapping of human blastocysts: experience from clinical application of the method,"{'title': ['Live births following Karyomapping of human blastocysts: experience from clinical application of the method'], 'DOI': '10.1016/j.rbmo.2015.05.018'}",['Live births following Karyomapping of human blastocysts: experience from clinical application of the method'],10.1016/j.rbmo.2015.05.018,Live births following Karyomapping of human blastocysts: experience from clinical application of the method,True,True
1108,1146,10.1210/jc.2014-1481,"Korpi-HyÃ•_vÃ•_lti E, Cranston T, RyhÃ•_nen E, Arola J, AittomÃ•_ki K, Sane T, Thakker RV, Schalin-JÃ•_ntti C. CDC73 intragenic deletion in familial primary hyperparathyroidism associated with parathyroid carcinoma.   Sep;99(9):3044-8. doi: 10.1210/jc.2014-1481. Epub 2014 May 13.",CDC73 intragenic deletion in familial primary hyperparathyroidism associated with parathyroid carcinoma,"{'title': ['CDC73Intragenic Deletion in Familial Primary Hyperparathyroidism Associated With Parathyroid Carcinoma'], 'DOI': '10.1210/jc.2014-1481'}",['CDC73Intragenic Deletion in Familial Primary Hyperparathyroidism Associated With Parathyroid Carcinoma'],10.1210/jc.2014-1481,CDC73Intragenic Deletion in Familial Primary Hyperparathyroidism Associated With Parathyroid Carcinoma,False,True
1109,252,,"Kottgen A, Albrecht E, Teumer A, Vitart V, Krumsiek J, Hundertmark C, Pistis G, Ruggiero D, O'Seaghdha CM, Haller T, Yang Q  et al. Genome-wide association analyses identify 18 new loci associated with serum urate concentrations.   Dec.",Genome-wide association analyses identify 18 new loci associated with serum urate concentrations,"{'title': ['Genome-wide association analyses identify 18 new loci associated with serum urate concentrations'], 'DOI': '10.1038/ng.2500'}",['Genome-wide association analyses identify 18 new loci associated with serum urate concentrations'],10.1038/ng.2500,Genome-wide association analyses identify 18 new loci associated with serum urate concentrations,True,False
1110,272,,"Koukourakis MI, Giatromanolaki A, Sivridis E, Gatter KC, Harris AL. High DLL4 expression in tumour-associated vessels predicts for favorable radiotherapy outcome in locally advanced squamous cell head-neck cancer (HNSCC).   Jan;16:343-351.",High DLL4 expression in tumour-associated vessels predicts for favorable radiotherapy outcome in locally advanced squamous cell head-neck cancer (HNSCC),"{'title': ['High DLL4 expression in tumour-associated vessels predicts for favorable radiotherapy outcome in locally advanced squamous cell head-neck cancer (HNSCC)'], 'DOI': '10.1007/s10456-012-9318-5'}",['High DLL4 expression in tumour-associated vessels predicts for favorable radiotherapy outcome in locally advanced squamous cell head-neck cancer (HNSCC)'],10.1007/s10456-012-9318-5,High DLL4 expression in tumour-associated vessels predicts for favorable radiotherapy outcome in locally advanced squamous cell head-neck cancer (HNSCC),True,False
1111,404,,"Kovacs GG, Rozemuller AJ, van Swieten JC, Gelpi E, Majtenyi K, Al-Sarraj S, Troakes C, BÃ•_di I, King A, HortobÃ•Âgyi T, Esiri MM, Ansorge O, Giaccone G, Ferrer I, Arzberger T, Bogdanovic N, Nilsson T, Leisser I, Alafuzoff I, Ironside JW, Kretzschmar H, Budka H. Neuropathology of the hippocampus in FTLD-Tau with Pick bodies: A study of the BrainNet Europe Consortium.   Apr;39:166-78.",Neuropathology of the hippocampus in FTLD-Tau with Pick bodies: A study of the BrainNet Europe Consortium,"{'title': ['Neuropathology of the hippocampus in FTLD-Tau with Pick bodies: a study of the BrainNet Europe Consortium'], 'DOI': '10.1111/j.1365-2990.2012.01272.x'}",['Neuropathology of the hippocampus in FTLD-Tau with Pick bodies: a study of the BrainNet Europe Consortium'],10.1111/j.1365-2990.2012.01272.x,Neuropathology of the hippocampus in FTLD-Tau with Pick bodies: a study of the BrainNet Europe Consortium,True,False
1112,114,,"Kowalczyk MS, Hughes JR, Babbs C, Sanchez-Pulido L, Szumska D, Sharpe JA, Sloane-Stanley JA, Morriss-Kay GM, Smoot LB, Roberts AE, Watkins H, Bhattacharya S, Gibbons RJ, Ponting CP, Wood WG, Higgs DR. Nprl3 is required for normal development of the cardiovascular system.   Aug;23(07-Aug):404-15. Epub 27 Apr 2012.",Nprl3 is required for normal development of the cardiovascular system,"{'title': ['Nprl3 is required for normal development of the cardiovascular system'], 'DOI': '10.1007/s00335-012-9398-y'}",['Nprl3 is required for normal development of the cardiovascular system'],10.1007/s00335-012-9398-y,Nprl3 is required for normal development of the cardiovascular system,True,False
1113,1587,,"Kramer CM, Appelbaum E, Desai MY, Desvigne-Nickens P, DiMarco JP, Friedrich MG et al. Hypertrophic Cardiomyopathy Registry: The rationale and design of an international, observational study of hypertrophic cardiomyopathy.   Aug;170(2):223-30.","Hypertrophic Cardiomyopathy Registry: The rationale and design of an international, observational study of hypertrophic cardiomyopathy","{'title': ['Value of Electro-Vectorcardiogram in Hypertrophic Cardiomyopathy'], 'DOI': '10.1111/anec.12067'}",['Value of Electro-Vectorcardiogram in Hypertrophic Cardiomyopathy'],10.1111/anec.12067,Value of Electro-Vectorcardiogram in Hypertrophic Cardiomyopathy,False,False
1114,10,10.2967/jnumed.111.096685,"Kramer-Marek G, Gijsen M, Kiesewetter DO, Bennett R, Roxanis I, Zielinski R, Kong A, Capala J. Potential of PET to predict the response to trastuzumab treatment in an ErbB2-positive human xenograft tumor mode.   Apr;53(4):629-37.",Potential of PET to predict the response to trastuzumab treatment in an ErbB2-positive human xenograft tumor mode,"{'title': ['Potential of PET to Predict the Response to Trastuzumab Treatment in an ErbB2-Positive Human Xenograft Tumor Model'], 'DOI': '10.2967/jnumed.111.096685'}",['Potential of PET to Predict the Response to Trastuzumab Treatment in an ErbB2-Positive Human Xenograft Tumor Model'],10.2967/jnumed.111.096685,Potential of PET to Predict the Response to Trastuzumab Treatment in an ErbB2-Positive Human Xenograft Tumor Model,False,True
1115,875,,"Kuluski K, Dow C, Locock L, Lyons RF, Lasserson D. Life interrupted and life regained? Coping with stroke at a young age.   Jan 23;9(22252).",Life interrupted and life regained? Coping with stroke at a young age,"{'title': ['Life interrupted and life regained? Coping with stroke at a young age'], 'DOI': '10.3402/qhw.v9.22252'}",['Life interrupted and life regained? Coping with stroke at a young age'],10.3402/qhw.v9.22252,Life interrupted and life regained? Coping with stroke at a young age,True,False
1116,1705,10.1016/j.rbmo.2015.09.002,"Kung A, Munne S, Bankowski B, Coates A, Wells D. Validation of next-generation sequencing for comprehensive chromosome screening of embryos.   Dec;31(6):760-9. doi: 10.1016/j.rbmo.2015.09.002. Epub 2015 Sep 9.",Validation of next-generation sequencing for comprehensive chromosome screening of embryos,"{'title': ['Validation of a semiconductor next-generation sequencing-based protocol for preimplantation genetic diagnosis of reciprocal translocations'], 'DOI': '10.1002/pd.4665'}",['Validation of a semiconductor next-generation sequencing-based protocol for preimplantation genetic diagnosis of reciprocal translocations'],10.1002/pd.4665,Validation of a semiconductor next-generation sequencing-based protocol for preimplantation genetic diagnosis of reciprocal translocations,False,False
1117,2114,10.1162/jocn_a_00952,"Kuo BC, Nobre AC, Scerif G, Astle DE. Top-Down Activation of Spatiotopic Sensory Codes in Perceptual and Working Memory Search.   Jul;28(7):996-1009. doi: 10.1162/jocn_a_00952. Epub 2016 Mar 11.",Top-Down Activation of Spatiotopic Sensory Codes in Perceptual and Working Memory Search,"{'title': ['Top–Down Activation of Spatiotopic Sensory Codes in Perceptual and Working Memory Search'], 'DOI': '10.1162/jocn_a_00952'}",['Top–Down Activation of Spatiotopic Sensory Codes in Perceptual and Working Memory Search'],10.1162/jocn_a_00952,Top–Down Activation of Spatiotopic Sensory Codes in Perceptual and Working Memory Search,False,True
1118,1060,10.1162/jocn_a_00577,"Kuo BC, Stokes MG, Murray AM, Nobre AC. Attention biases visual activity in visual short-term memory.   Jul;26(7):1377-89. doi: 10.1162/jocn_a_00577. Epub 2014 Jan 23.",Attention biases visual activity in visual short-term memory,"{'title': ['Manual tapping enhances visual short-term memory performance where visual and motor coordinates correspond'], 'DOI': '10.1111/j.2044-8295.2012.02115.x'}",['Manual tapping enhances visual short-term memory performance where visual and motor coordinates correspond'],10.1111/j.2044-8295.2012.02115.x,Manual tapping enhances visual short-term memory performance where visual and motor coordinates correspond,False,False
1119,1398,10.1038/mi.2014.81,"Kurioka A, Ussher JE, Cosgrove C, Clough C, Fergusson JR, Smith K, Kang YH, Walker LJ, Hansen TH, Willberg CB, Klenerman P. MAIT cells are licensed through granzyme exchange to kill bacterially sensitized targets.   Mar 22;8:429-40. doi: 10.1038/mi.2014.81. Epub 2014 Oct 1.",MAIT cells are licensed through granzyme exchange to kill bacterially sensitized targets,"{'title': ['MAIT cells are licensed through granzyme exchange to kill bacterially sensitized targets'], 'DOI': '10.1038/mi.2014.81'}",['MAIT cells are licensed through granzyme exchange to kill bacterially sensitized targets'],10.1038/mi.2014.81,MAIT cells are licensed through granzyme exchange to kill bacterially sensitized targets,True,True
1120,1034,,"Kyriakou T, Seedorf U, Goel A, Hopewell JC, Clarke R, Watkins H et al. A common LPA null allele associates with lower lipoprotein(a) levels and coronary artery disease risk.   Jun 12.",A common LPA null allele associates with lower lipoprotein(a) levels and coronary artery disease risk,"{'title': ['A Common\n            LPA\n            Null Allele Associates With Lower Lipoprotein(a) Levels and Coronary Artery Disease Risk'], 'DOI': '10.1161/atvbaha.114.303462'}",['A Common\n            LPA\n            Null Allele Associates With Lower Lipoprotein(a) Levels and Coronary Artery Disease Risk'],10.1161/atvbaha.114.303462,"A Common
            LPA
            Null Allele Associates With Lower Lipoprotein(a) Levels and Coronary Artery Disease Risk",False,False
1121,1614,10.1371/journal.pbio.1002229,"Laabei M, Uhlemann AC, Lowy FD, Austin ED, Yokoyama M, Ouadi K, Feil E, Thorpe HA, Williams B, Perkins M, Peacock SJ, Clarke SR, Dordel J, Holden M, Votintseva AA, Bowden R, Crook DW, Young BC, Wilson DJ, Recker M, Massey RC. Evolutionary trade-offs underlie the multi-faceted virulence of Staphylococcus aureus.   Sep;13(9):e1002229. doi: 10.1371/journal.pbio.1002229. eCollection 2015..",Evolutionary trade-offs underlie the multi-faceted virulence of Staphylococcus aureus,"{'title': ['Evolutionary Trade-Offs Underlie the Multi-faceted Virulence of Staphylococcus aureus'], 'DOI': '10.1371/journal.pbio.1002229'}",['Evolutionary Trade-Offs Underlie the Multi-faceted Virulence of Staphylococcus aureus'],10.1371/journal.pbio.1002229,Evolutionary Trade-Offs Underlie the Multi-faceted Virulence of Staphylococcus aureus,True,True
1122,758,,"Labopin M, Gorin NC, Polge E, Socie G, Gurman G, Gluckman E et al. A prospective registration study to determine feasibility of hematopoietic SCT in adults with acute leukemia: planning, expectations and reality.   Nov;18(10):178.","A prospective registration study to determine feasibility of hematopoietic SCT in adults with acute leukemia: planning, expectations and reality","{'title': ['A prospective registration study to determine feasibility of hematopoietic SCT in adults with acute leukemia: planning, expectations and reality'], 'DOI': '10.1038/bmt.2013.178'}","['A prospective registration study to determine feasibility of hematopoietic SCT in adults with acute leukemia: planning, expectations and reality']",10.1038/bmt.2013.178,"A prospective registration study to determine feasibility of hematopoietic SCT in adults with acute leukemia: planning, expectations and reality",True,False
1123,717,,"Labopin M, Ruggeri A, Gorin NC, Gluckman E, Blaise D, Mannone L et al. Cost-effectiveness and clinical outcomes of double versus single cord bloodtransplantation in adults with acute leukemia in France.   Oct;18:18.",Cost-effectiveness and clinical outcomes of double versus single cord bloodtransplantation in adults with acute leukemia in France,"{'title': ['Cost-effectiveness and clinical outcomes of double versus single cord blood transplantation in adults with acute leukemia in France'], 'DOI': '10.3324/haematol.2013.092254'}",['Cost-effectiveness and clinical outcomes of double versus single cord blood transplantation in adults with acute leukemia in France'],10.3324/haematol.2013.092254,Cost-effectiveness and clinical outcomes of double versus single cord blood transplantation in adults with acute leukemia in France,False,False
1124,501,10.1152/ajpendo.00630.2012,"Lackey DE, Lynch CJ, Olson KC, Mostaedi R, Ali M, Smith WH, Karpe F, Humphreys S, Bedinger DH, Dunn TN, Thomas AP, Oort PJ, Kieffer DA, Amin R, Bettaieb A, Haj FG, Permana P, Anthony TG, Adams SH. Regulation of adipose branched-chain amino acid catabolism enzyme expression and cross-adipose amino acid flux in human obesity.   Jun;304(11):E1175-87. doi: 10.1152/ajpendo.00630.2012.",Regulation of adipose branched-chain amino acid catabolism enzyme expression and cross-adipose amino acid flux in human obesity,"{'title': ['Regulation of adipose branched-chain amino acid catabolism enzyme expression and cross-adipose amino acid flux in human obesity'], 'DOI': '10.1152/ajpendo.00630.2012'}",['Regulation of adipose branched-chain amino acid catabolism enzyme expression and cross-adipose amino acid flux in human obesity'],10.1152/ajpendo.00630.2012,Regulation of adipose branched-chain amino acid catabolism enzyme expression and cross-adipose amino acid flux in human obesity,True,True
1125,1876,10.1136/archdischild-2015-308928,"Ladhani SN, Ramsay M, Borrow R, Riordan A, Watson JM, Pollard AJ. Enter B and W: two new meningococcal vaccine programmes launched..   Jan;101(1):91-5. doi: 10.1136/archdischild-2015-308928..",Enter B and W: two new meningococcal vaccine programmes launched.,"{'title': ['Enter B and W: two new meningococcal vaccine programmes launched'], 'DOI': '10.1136/archdischild-2015-308928'}",['Enter B and W: two new meningococcal vaccine programmes launched'],10.1136/archdischild-2015-308928,Enter B and W: two new meningococcal vaccine programmes launched,False,True
1126,1739,,"Laios A, Volpi D, Tullis ID, Woodward M, Kennedy S, Pathiraja PN, Haldar K, Vojnovic B, Ahmed AA. A prospective pilot study of detection of sentinel lymph nodes in gynaecological cancers using a novel near infrared fluorescence imaging system..   Oct;26(8):608.",A prospective pilot study of detection of sentinel lymph nodes in gynaecological cancers using a novel near infrared fluorescence imaging system.,"{'title': ['A prospective pilot study of detection of sentinel lymph nodes in gynaecological cancers using a novel near infrared fluorescence imaging system'], 'DOI': '10.1186/s13104-015-1576-z'}",['A prospective pilot study of detection of sentinel lymph nodes in gynaecological cancers using a novel near infrared fluorescence imaging system'],10.1186/s13104-015-1576-z,A prospective pilot study of detection of sentinel lymph nodes in gynaecological cancers using a novel near infrared fluorescence imaging system,False,False
1127,1170,,"Lamata P, Pitcher A, Krittian S, Nordsletten D, Bissell MM, Cassar T et al. Aortic relative pressure components derived from four-dimensional flow cardiovascular magnetic resonance.   Oct;72(4):1162-9.",Aortic relative pressure components derived from four-dimensional flow cardiovascular magnetic resonance,"{'title': ['Aortic relative pressure components derived from four-dimensional flow cardiovascular magnetic resonance'], 'DOI': '10.1002/mrm.25015'}",['Aortic relative pressure components derived from four-dimensional flow cardiovascular magnetic resonance'],10.1002/mrm.25015,Aortic relative pressure components derived from four-dimensional flow cardiovascular magnetic resonance,True,False
1128,65,,"Lambe T et al. T cell responses in children to internal influenza antigens, 1 year after immunization with pandemic H1N1 influenza vaccine, and response to revaccination with seasonal trivalent-inactivated influenza vaccine.   Jun;31(6):e86-91.","T cell responses in children to internal influenza antigens, 1 year after immunization with pandemic H1N1 influenza vaccine, and response to revaccination with seasonal trivalent-inactivated influenza vaccine","{'title': ['T-Cell Responses in Children to Internal Influenza Antigens, 1 Year After Immunization With Pandemic H1N1 Influenza Vaccine, and Response to Revaccination With Seasonal Trivalent–inactivated Influenza Vaccine'], 'DOI': '10.1097/inf.0b013e318255e443'}","['T-Cell Responses in Children to Internal Influenza Antigens, 1 Year After Immunization With Pandemic H1N1 Influenza Vaccine, and Response to Revaccination With Seasonal Trivalent–inactivated Influenza Vaccine']",10.1097/inf.0b013e318255e443,"T-Cell Responses in Children to Internal Influenza Antigens, 1 Year After Immunization With Pandemic H1N1 Influenza Vaccine, and Response to Revaccination With Seasonal Trivalent–inactivated Influenza Vaccine",False,False
1129,76,,"Lamikanra AA, Doba. A direct comparison of real time PCR on plasma and blood to detect Plasmodium falciparum infection in children.   Jun 15;11:201.",A direct comparison of real time PCR on plasma and blood to detect Plasmodium falciparum infection in children,"{'title': ['A direct comparison of real time PCR on plasma and blood to detect Plasmodium falciparum infection in children'], 'DOI': '10.1186/1475-2875-11-201'}",['A direct comparison of real time PCR on plasma and blood to detect Plasmodium falciparum infection in children'],10.1186/1475-2875-11-201,A direct comparison of real time PCR on plasma and blood to detect Plasmodium falciparum infection in children,True,False
1130,497,,"Lancellotti P, Rosenhek R, Pibarot P, Iung B, Otto CM, Tornos P et al. ESC working group on valvular heart disease position paper - heart valve clinics: organization, structure, and experiences.   Jun;34(21):1597-606.","ESC working group on valvular heart disease position paper - heart valve clinics: organization, structure, and experiences","{'title': ['ESC Working Group on Valvular Heart Disease Position Paper--heart valve clinics: organization, structure, and experiences'], 'DOI': '10.1093/eurheartj/ehs443'}","['ESC Working Group on Valvular Heart Disease Position Paper--heart valve clinics: organization, structure, and experiences']",10.1093/eurheartj/ehs443,"ESC Working Group on Valvular Heart Disease Position Paper--heart valve clinics: organization, structure, and experiences",False,False
1131,462,10.1093/hmg/ddt033,"Lane J, McLaren PJ, Dorrell L, Shianna KV, Stemke A, Pelak K,  et al. A genome-wide association study of resistance to HIV infection in highly exposed uninfected individuals with hemophilia A.   May;22(9):1903-10. doi: 10.1093/hmg/ddt033. Epub 2013 Jan 30.",A genome-wide association study of resistance to HIV infection in highly exposed uninfected individuals with hemophilia A,"{'title': ['A genome-wide association study of resistance to HIV infection in highly exposed uninfected individuals with hemophilia A'], 'DOI': '10.1093/hmg/ddt033'}",['A genome-wide association study of resistance to HIV infection in highly exposed uninfected individuals with hemophilia A'],10.1093/hmg/ddt033,A genome-wide association study of resistance to HIV infection in highly exposed uninfected individuals with hemophilia A,True,True
1132,1138,10.1016/S1470-2045(14)70361-4,"Lane JA, Donovan JL, Davis M, Walsh E, Dedman D, Down L, Turner EL, Mason MD, Metcalfe C, Peters TJ, Martin RM, Neal DE, Hamdy FC, ProtecT study group. Active monitoring, radical prostatectomy, or radiotherapy for localised prostate cancer: study design and diagnostic and baseline results of the ProtecT randomised phase 3 trial.   Sep;15(10):1109-18. doi: 10.1016/S1470-2045(14)70361-4. Epub 2014 Aug 19.","Active monitoring, radical prostatectomy, or radiotherapy for localised prostate cancer: study design and diagnostic and baseline results of the ProtecT randomised phase 3 trial","{'title': ['Active monitoring, radical prostatectomy, or radiotherapy for localised prostate cancer: study design and diagnostic and baseline results of the ProtecT randomised phase 3 trial'], 'DOI': '10.1016/s1470-2045(14)70361-4'}","['Active monitoring, radical prostatectomy, or radiotherapy for localised prostate cancer: study design and diagnostic and baseline results of the ProtecT randomised phase 3 trial']",10.1016/s1470-2045(14)70361-4,"Active monitoring, radical prostatectomy, or radiotherapy for localised prostate cancer: study design and diagnostic and baseline results of the ProtecT randomised phase 3 trial",True,True
1133,861,,"Lang S, Ford KJ, John T, Pollard AJ, McCarthy ND. Immunisation errors reported to a vaccine advice service: intelligence to improve practice.   Jan;22(3):139-46.",Immunisation errors reported to a vaccine advice service: intelligence to improve practice,"{'title': ['Energy advice service as perceived by Swedish homeowners'], 'DOI': '10.1111/j.1470-6431.2010.00924.x'}",['Energy advice service as perceived by Swedish homeowners'],10.1111/j.1470-6431.2010.00924.x,Energy advice service as perceived by Swedish homeowners,False,False
1134,1780,10.1111/cge.12773,"Lange L, Pagnamenta AT, Lise S, Clasper S, Stewart H, Akha ES et al. A de novo frameshift in HNRNPK causing a Kabuki-like syndrome with nodular heterotopia.   Mar 8. doi: 10.1111/cge.12773. [Epub ahead of print].",A de novo frameshift in HNRNPK causing a Kabuki-like syndrome with nodular heterotopia,"{'title': ['Ade novoframeshift inHNRNPKcausing a Kabuki-like syndrome with nodular heterotopia'], 'DOI': '10.1111/cge.12773'}",['Ade novoframeshift inHNRNPKcausing a Kabuki-like syndrome with nodular heterotopia'],10.1111/cge.12773,Ade novoframeshift inHNRNPKcausing a Kabuki-like syndrome with nodular heterotopia,False,True
1135,812,,"Lange LA, Hu Y, Zhang H, Xue C, Schmidt EM, Tang ZZ et al. Whole-exome sequencing identifies rare and low-frequency coding variants associated with LDL cholesterol.   Feb;94(2):233-45.",Whole-exome sequencing identifies rare and low-frequency coding variants associated with LDL cholesterol,"{'title': ['Whole exome sequencing identifies a novelDFNA9mutation, C162Y'], 'DOI': '10.1111/cge.12006'}","['Whole exome sequencing identifies a novelDFNA9mutation, C162Y']",10.1111/cge.12006,"Whole exome sequencing identifies a novelDFNA9mutation, C162Y",False,False
1136,1000,10.1371/journal.pmed.1001647,"Langenberg C, Sharp SJ, Franks PW, Scott RA, Deloukas P, Forouhi NG, Froguel P, Groop LC, Hansen T, Palla L, Pedersen O, Schulze MB, Tormo MJ, Wheeler E, Agnoli C, Arriola L, Barricarte A, Boeing H, Clarke GM, Clavel-Chapelon F, Duell EJ, Fagherazzi G, Kaaks R, Kerrison ND, Key TJ, Khaw KT, KrÃ•_ger J, Lajous M, Morris AP, Navarro C, Nilsson PM, Overvad K, Palli D, Panico S, QuirÃ•_s JR, Rolandsson O, Sacerdote C, SÃ•Ânchez MJ, Slimani N, Spijkerman AM, Tumino R, van der A DL, van der Schouw YT, Barroso I, McCarthy MI, Riboli E, Wareham NJ. Gene-lifestyle interaction and type 2 diabetes: the EPIC interact case-cohort study.   May 20;11(5):e1001647. doi: 10.1371/journal.pmed.1001647.",Gene-lifestyle interaction and type 2 diabetes: the EPIC interact case-cohort study,"{'title': ['Gene-Lifestyle Interaction and Type 2 Diabetes: The EPIC InterAct Case-Cohort Study'], 'DOI': '10.1371/journal.pmed.1001647'}",['Gene-Lifestyle Interaction and Type 2 Diabetes: The EPIC InterAct Case-Cohort Study'],10.1371/journal.pmed.1001647,Gene-Lifestyle Interaction and Type 2 Diabetes: The EPIC InterAct Case-Cohort Study,True,True
1137,139,10.1016/j.ejca.2013.04.015,"Larsen SB, Brasso K, Iversen P, Christensen J, Christiansen M, Carlsson S, Lilja H, Friis S, TjÃ•Ã´nneland A, Dalton SO. Baseline prostate-specific antigen measurements and subsequent prostate cancer risk in the Danish Diet, Cancer and Health cohort.   Sep;49(14):3041-8. doi: 10.1016/j.ejca.2013.04.015.","Baseline prostate-specific antigen measurements and subsequent prostate cancer risk in the Danish Diet, Cancer and Health cohort","{'title': ['PROSTATE CANCER AND DIET: FOOD FOR THOUGHT?'], 'DOI': '10.1111/j.1464-410x.2010.10321.x'}",['PROSTATE CANCER AND DIET: FOOD FOR THOUGHT?'],10.1111/j.1464-410x.2010.10321.x,PROSTATE CANCER AND DIET: FOOD FOR THOUGHT?,False,False
1138,767,10.1111/ijs.12201,"Lasserson DS, Mant D, Hobbs FD, Rothwell PM. Validation of a TIA recognition tool in primary and secondary care: implications for generalizability.   Nov 10. doi: 10.1111/ijs.12201.",Validation of a TIA recognition tool in primary and secondary care: implications for generalizability,"{'title': ['Validation of a TIA Recognition Tool in Primary and Secondary Care: Implications for Generalizability'], 'DOI': '10.1111/ijs.12201'}",['Validation of a TIA Recognition Tool in Primary and Secondary Care: Implications for Generalizability'],10.1111/ijs.12201,Validation of a TIA Recognition Tool in Primary and Secondary Care: Implications for Generalizability,True,True
1139,2077,10.1007/s00109-015-1296-9,"Latreille M, Herrmanns K, Renwick N, Tuschl T, Malecki MT, McCarthy MI, Owen KR, RÃ¼licke T, Stoffel M. miR-375 gene dosage in pancreatic beta-cells: implications for regulation of beta-cell mass and biomarker development.   May 28;93(10):1159-69. doi: 10.1007/s00109-015-1296-9.",miR-375 gene dosage in pancreatic beta-cells: implications for regulation of beta-cell mass and biomarker development,"{'title': ['miR-375 gene dosage in pancreatic β-cells: implications for regulation of β-cell mass and biomarker development'], 'DOI': '10.1007/s00109-015-1296-9'}",['miR-375 gene dosage in pancreatic β-cells: implications for regulation of β-cell mass and biomarker development'],10.1007/s00109-015-1296-9,miR-375 gene dosage in pancreatic β-cells: implications for regulation of β-cell mass and biomarker development,False,True
1140,1376,,"Lau A Z, Tunnicliffe E M, Frost R, Koopmans P J, Tyler D J, Robson M D. Accelerated human cardiac diffusion tensor imaging using simultaneous multislice imaging.   Mar;73(3):995-1004.",Accelerated human cardiac diffusion tensor imaging using simultaneous multislice imaging,"{'title': ['Accelerated human cardiac diffusion tensor imaging using simultaneous multislice imaging'], 'DOI': '10.1002/mrm.25200'}",['Accelerated human cardiac diffusion tensor imaging using simultaneous multislice imaging'],10.1002/mrm.25200,Accelerated human cardiac diffusion tensor imaging using simultaneous multislice imaging,True,False
1141,1916,10.1002/mrm.25713,"Lau AZ, Miller JJ, Robson MD, Tyler DJ. Cardiac perfusion imaging using hyperpolarized (13) c urea using flow sensitizing gradients..   Apr;75(4):1474-83. doi: 10.1002/mrm.25713. Epub 2015 May 20.",Cardiac perfusion imaging using hyperpolarized (13) c urea using flow sensitizing gradients.,"{'title': ['Cardiac perfusion imaging using hyperpolarized 13\nc urea using flow sensitizing gradients'], 'DOI': '10.1002/mrm.25713'}",['Cardiac perfusion imaging using hyperpolarized 13\nc urea using flow sensitizing gradients'],10.1002/mrm.25713,"Cardiac perfusion imaging using hyperpolarized 13
c urea using flow sensitizing gradients",False,True
1142,1871,10.1002/mrm.26106,"Lau AZ, Miller JJ, Robson MD, Tyler DJ. Simultaneous assessment of cardiac metabolism and perfusion using copolarized [1-13 C]pyruvate and 13 C-urea.   Jan. doi: 10.1002/mrm.26106. [Epub ahead of print].",Simultaneous assessment of cardiac metabolism and perfusion using copolarized [1-13 C]pyruvate and 13 C-urea,"{'title': ['Simultaneous assessment of cardiac metabolism and perfusion using copolarized [1‐\n            13\n            C]pyruvate and\n            13\n            C‐urea'], 'DOI': '10.1002/mrm.26106'}",['Simultaneous assessment of cardiac metabolism and perfusion using copolarized [1‐\n            13\n            C]pyruvate and\n            13\n            C‐urea'],10.1002/mrm.26106,"Simultaneous assessment of cardiac metabolism and perfusion using copolarized [1‐
            13
            C]pyruvate and
            13
            C‐urea",False,True
1143,1177,,"Lau, Smith D, Aitchison R, Blesing N, Roberts P, Peniket A, Yong K, Rabin N, Ramasamy K. Bendamustine in combination with thalidomide and dexamethasone is a viable salvage option in myeloma relapsed and/or refractory to bortezomib and lenalidomide.   Apr;94(4):643-9. Epub 2014 Oct 28.",Bendamustine in combination with thalidomide and dexamethasone is a viable salvage option in myeloma relapsed and/or refractory to bortezomib and lenalidomide,"{'title': ['Bendamustine, lenalidomide, and dexamethasone (BRD) is highly effective with durable responses in relapsed multiple myeloma'], 'DOI': '10.1002/ajh.24181'}","['Bendamustine, lenalidomide, and dexamethasone (BRD) is highly effective with durable responses in relapsed multiple myeloma']",10.1002/ajh.24181,"Bendamustine, lenalidomide, and dexamethasone (BRD) is highly effective with durable responses in relapsed multiple myeloma",False,False
1144,685,10.1038/ejhg.2012.306,"Laurell T, Lundin J, Anderlid BM, Gorski JL, Grigelioniene G, Knight SJ, Krepischi AC, NordenskjÃ•_ld A, Price SM, Rosenberg C, Turnpenny PD, Vianna-Morgante AM, Nordgren A. Molecular and clinical delineation of the 17q22 microdeletion phenotype.   Oct;21(10):1085-92.  ePub ahead of print doi: 10.1038/ejhg.2012.306.",Molecular and clinical delineation of the 17q22 microdeletion phenotype,"{'title': ['Molecular and clinical delineation of the 17q22 microdeletion phenotype'], 'DOI': '10.1038/ejhg.2012.306'}",['Molecular and clinical delineation of the 17q22 microdeletion phenotype'],10.1038/ejhg.2012.306,Molecular and clinical delineation of the 17q22 microdeletion phenotype,True,True
