,ID,DOI,complete,csv_post_title,crossref_API_out
2023,1500,10.1016/j.urolonc.2014.08.007,"Surcel CI, van Oort IM, Sooriakumaran P, Briganti A, De Visschere PJ, FÃ•_tterer JJ, Ghadjar P, Isbarn H, Ost P, van den Bergh RC, Yossepowitch O, Giannarini G, Ploussard G; Members of the Prostate Cancer Working Group of the Young Academic Urologists Working Party of the European Association of Urology. Prognostic effect of neuroendocrine differentiation in prostate cancer: A critical review.   Jun;33(6):265.e1-7. doi: 10.1016/j.urolonc.2014.08.007. Epub 2014 Sep 17..",Prognostic effect of neuroendocrine differentiation in prostate cancer: A critical review,"{'title': ['Utility of FDG-PET in clinical neuroendocrine prostate cancer'], 'DOI': '10.1002/pros.22831'}"
2024,2408,10.1016/j.neuroimage.2017.03.031,"Suri S, Emir U, Stagg CJ, Near J, Mekle R, Schubert F, Zsoldos E, Mahmood A, Singh-Manoux A, Kivimäki M, Ebmeier KP, Mackay CE, Filippini N. Effect of age and the APOE gene on metabolite concentrations in the posterior cingulate cortex. Neuroimage 2017;152: 509-516.",Effect of age and the APOE gene on metabolite concentrations in the posterior cingulate cortex. ,"{'title': ['Effect of age and the APOE gene on metabolite concentrations in the posterior cingulate cortex'], 'DOI': '10.1016/j.neuroimage.2017.03.031'}"
2025,776,10.1016/j.neubiorev.2013.10.010,"Suri S, Heise V, Trachtenberg AJ, Mackay CE. The forgotten APOE allele: a review of the evidence and suggested mechanisms for the protective effect of APOE.   Dec. [Epub ahead of print] http://dx.doi.org/10.1016/j.neubiorev.2013.10.010.",The forgotten APOE allele: a review of the evidence and suggested mechanisms for the protective effect of APOE,"{'title': ['The forgotten APOE allele: A review of the evidence and suggested mechanisms for the protective effect of APOE ɛ2'], 'DOI': '10.1016/j.neubiorev.2013.10.010'}"
2026,1121,10.1016/j.jalz.2014.05.1755,"Suri S, Mackay CE, Kelly ME, Germuska M, Tunbridge EM, Frisoni GB, Matthews PM, Ebmeier KP, Bulte DP, Filippini N. Reduced cerebrovascular reactivity in young adults carrying the APOE _4 allele.   Aug 23. pii: S1552-5260(14)02467-4.  10.1016/j.jalz.2014.05.1755. [Epub ahead of print].",Reduced cerebrovascular reactivity in young adults carrying the APOE _4 allele,"{'title': ['Reduced cerebrovascular reactivity in young adults carrying the APOE ε4 allele'], 'DOI': '10.1016/j.jalz.2014.05.1755'}"
2027,1144,10.1007/s11910-014-0475-3,"Suri S, Topiwala A, Mackay CE, Ebmeier KP, Filippini N. Using structural and diffusion magnetic resonance imaging to differentiate the dementias.   Sep;14(9):475. doi: 10.1007/s11910-014-0475-3.",Using structural and diffusion magnetic resonance imaging to differentiate the dementias,"{'title': ['Simultaneous magnetic resonance diffusion and pseudo-diffusion tensor imaging'], 'DOI': '10.1002/mrm.26840'}"
2028,2039,,"Sutherland BA, Neuhaus AA, Couch Y, Balami JS, DeLuca GC, Hadley G, Harris SL, Grey AN, Buchan AM.. The transient intraluminal filament middle cerebral artery occlusion model as a model of endovascular thrombectomy in stroke..   Feb 1;36(2):363-9..",The transient intraluminal filament middle cerebral artery occlusion model as a model of endovascular thrombectomy in stroke.,"{'title': ['The transient intraluminal filament middle cerebral artery occlusion model as a model of endovascular thrombectomy in stroke'], 'DOI': '10.1177/0271678x15606722'}"
2029,1257,10.1002/jcph.437,"Suttle AB, Grossmann KF, Ouellet D, Richards-Peterson LE, Aktan G, Gordon MS et al. Assessment of the drug interaction potential and single- and repeat-dose pharmacokinetics of the BRAF inhibitor dabrafenib.   Dec. doi: 10.1002/jcph.437. [Epub ahead of print].",Assessment of the drug interaction potential and single- and repeat-dose pharmacokinetics of the BRAF inhibitor dabrafenib,"{'title': ['Population pharmacokinetics of dabrafenib, a BRAF inhibitor: Effect of dose, time, covariates, and relationship with its metabolites'], 'DOI': '10.1002/jcph.263'}"
2030,900,10.1007/s12160-014-9595-x,"Sutton S, Kinmonth A-L, Hardeman W, Hughes D, Boase S, Prevost AT, Kellar I, Graffy J, Griffin S, Farmer A. Does electronic monitoring influence adherence to medication? Randomized controlled trial of measurement reactivity.   Feb 27. doi:10.1007/s12160-014-9595-x.",Does electronic monitoring influence adherence to medication? Randomized controlled trial of measurement reactivity,"{'title': ['Does Electronic Monitoring Influence Adherence to Medication? Randomized Controlled Trial of Measurement Reactivity'], 'DOI': '10.1007/s12160-014-9595-x'}"
2031,817,,"SverrisdÃ•_ttir YB, Green AL, Aziz TZ, Bahuri NF, Hyam J, Basnayake SD, Paterson DJ. Differentiated baroreflex modulation of sympathetic nerve activity during deep brain stimulation in humans.   May.",Differentiated baroreflex modulation of sympathetic nerve activity during deep brain stimulation in humans,"{'title': ['Differentiated Baroreflex Modulation of Sympathetic Nerve Activity During Deep Brain Stimulation in Humans'], 'DOI': '10.1161/hypertensionaha.113.02970'}"
2032,1233,10.1126/scitranslmed.3009185,"Swadling L, Capone S, Antrobus RD, Brown A, Richardson R, Newell EW, Halliday J, Kelly C, Bowen D, Fergusson J, Kurioka A, Ammendola V, Del Sorbo M, Grazioli F, Esposito ML, Siani L, Traboni C, Hill A, Colloca S, Davis M, Nicosia A, Cortese R, Folgori A, Klenerman P, Barnes E. A human vaccine strategy based on chimpanzee adenoviral and MVA vectors that primes, boosts, and sustains functional HCV-specific T cell memory.   Nov 5;6(261). doi: 10.1126/scitranslmed.3009185.","A human vaccine strategy based on chimpanzee adenoviral and MVA vectors that primes, boosts, and sustains functional HCV-specific T cell memory","{'title': ['A human vaccine strategy based on chimpanzee adenoviral and MVA vectors that primes, boosts, and sustains functional HCV-specific T cell memory'], 'DOI': '10.1126/scitranslmed.3009185'}"
2033,602,10.1517/14712598.2013.791277,"Swadling L1, Klenerman P, Barnes E. Ever closer to a prophylactic vaccine for HCV.   Aug;13(8):1109-24. doi: 10.1517/14712598.2013.791277.",Ever closer to a prophylactic vaccine for HCV,"{'title': ['Ever closer to a prophylactic vaccine for HCV'], 'DOI': '10.1517/14712598.2013.791277'}"
2034,1396,10.1212/WNL.0000000000001370,"Symmonds M, Waters PJ, KÃ•_ker W, Leite MI, Schulz UG, Kuker W. Anti-MOG antibodies with longitudinally extensive transverse myelitis preceded by CLIPPERS.   Mar 20;84:1177-9. doi: 10.1212/WNL.0000000000001370. Epub 2015 Feb 13.",Anti-MOG antibodies with longitudinally extensive transverse myelitis preceded by CLIPPERS,"{'title': ['Anti-MOG antibodies with longitudinally extensive transverse myelitis preceded by CLIPPERS'], 'DOI': '10.1212/wnl.0000000000001370'}"
2035,1073,10.1212/WNL.0000000000000592,"Szewczyk-Krolikowski K, Menke RA, Rolinski M, Duff E, Salimi-Khorshidi G, Filippini N, Zamboni G, Hu MT, Mackay CE. Functional connectivity in the basal ganglia network differentiates PD patients from controls.   Jul 15;83(3):208-14. doi: 10.1212/WNL.0000000000000592. Epub 2014 Jun 11.",Functional connectivity in the basal ganglia network differentiates PD patients from controls,"{'title': ['Functional connectivity in the basal ganglia network differentiates PD patients from controls'], 'DOI': '10.1212/wnl.0000000000001199'}"
2036,300,,"Szewczyk-Krolikowski K, Tomlinson P, Wade-Martins R, Nithi K, Talbot K, Ben-Shlomo Y, Hu MT. The influence of age and gender on motor and non-motor features of early Parkinson' s disease: initial findings from the Oxford Parkinson' s Disease Centre (OPDC) Discovery Cohort..   Jan;20(1):99-105.",The influence of age and gender on motor and non-motor features of early Parkinson's disease: initial findings from the Oxford Parkinson's Disease Centre (OPDC) Discovery Cohort.,"{'title': [""The influence of age and gender on motor and non-motor features of early Parkinson's disease: Initial findings from the Oxford Parkinson Disease Center (OPDC) discovery cohort""], 'DOI': '10.1016/j.parkreldis.2013.09.025'}"
2037,351,,"Tabassum R, Chauhan G, Dwivedi OP, Mahajan A, Jaiswal A, Kaur I et al. Genome-wide association study for type 2 diabetes in Indians identifies a new susceptibility locus at 2q21.   Mar;62(3):977-86.",Genome-wide association study for type 2 diabetes in Indians identifies a new susceptibility locus at 2q21,"{'title': ['Genome-Wide Association Study for Type 2 Diabetes in Indians Identifies a New Susceptibility Locus at 2q21'], 'DOI': '10.2337/db12-0406'}"
2038,2138,10.1016/j.msard.2016.02.014,"Tackley G, O'Brien F, Rocha J, Woodhall M, Waters P, Chandratre S, Halfpenny C, Hemingway C, Wassmer E, Wasiewski W, Leite MI, Palace J. Neuromyelitis optica relapses: Race and rate, immunosuppression and impairment.   May;7:21-25. doi: 10.1016/j.msard.2016.02.014. Epub 2016 Feb 16..","Neuromyelitis optica relapses: Race and rate, immunosuppression and impairment","{'title': ['Neuromyelitis optica relapses: Race and rate, immunosuppression and impairment'], 'DOI': '10.1016/j.msard.2016.02.014'}"
2039,2377,10.1136/jnnp-2016-314991 ,"Tackley G, Vecchio D, Hamid S, Jurynczyk M, Kong Y, Gore R, et al. Chronic neuropathic pain severity is determined by lesion level in aquaporin 4-antibody-positive myelitis. J Neurol Neurosurg Psychiatry. 2017;88(2):165-9.
",Chronic neuropathic pain severity is determined by lesion level in aquaporin 4-antibody-positive myelitis. ,"{'title': ['Chronic neuropathic pain severity is determined by lesion level in aquaporin 4-antibody-positive myelitis'], 'DOI': '10.1136/jnnp-2016-314991'}"
2040,366,10.1111/cup.12075,"Tailor A, Asher RG, Craig PJ, Groves RW, Fenton DA, Stefanato CM. The current state of play in the histopathologic assessment of alopecia: two for one or one for two?.   Mar;40(3):298-304. doi: 10.1111/cup.12075.",The current state of play in the histopathologic assessment of alopecia: two for one or one for two?,"{'title': ['The current state of play in the histopathologic assessment of alopecia: two for one or one for two?'], 'DOI': '10.1111/cup.12075'}"
2041,1641,,"Tales A, Jessen F, Butler C, Wilcock G, Phillips J, Bayer T.. Subjective cognitive decline.   Sep 24;48:Suppl 1:S1-3..",Subjective cognitive decline,"{'title': ['Subjective cognitive decline in patients with mild cognitive impairment and healthy older adults: Association with personality traits'], 'DOI': '10.1111/ggi.12139'}"
2042,56,,"Tales A, Leonards U, Bompas A, Snowden RJ, Philips M, Porter G, Haworth J, Wilcock G, Bayer A . Intra-individual reaction time variability in amnestic mild cognitive impairment: a precursor to dementia?.   Jun;32:457-66.",Intra-individual reaction time variability in amnestic mild cognitive impairment: a precursor to dementia?,"{'title': ['Intra-Individual Reaction Time Variability in Amnestic Mild Cognitive Impairment: A Precursor to Dementia?'], 'DOI': '10.3233/jad-2012-120505'}"
2043,1011,,"Tales A, Wilcock GK, Phillips JE, Bayer A. Is there more to subjective cognitive impairment than meets the eye? A perspective.   Jun;41(3):655-61.",Is there more to subjective cognitive impairment than meets the eye? A perspective,"{'title': ['More than meets the eye. Feminist poststructuralism as a lens towards understanding obesity'], 'DOI': '10.1111/j.1365-2648.2011.05866.x'}"
2044,387,,"Tameris MD, Hatherill M, Landry BS, Scriba TJ, Snowden MA, Lockhart S, Shea JE, McClain JB, Hussey GD, Hanekom WA, Hahomed H, McShane H, MVA85A 020 Trial Study Team. Safety and efficacy of MVA85A, a new tuberculosis vaccine, in infants previously vaccinated with BCG: a randomised, placebo-controlled phase 2b trial.   Mar;381:1021.","Safety and efficacy of MVA85A, a new tuberculosis vaccine, in infants previously vaccinated with BCG: a randomised, placebo-controlled phase 2b trial","{'title': ['Safety and efficacy of MVA85A, a new tuberculosis vaccine, in infants previously vaccinated with BCG: a randomised, placebo-controlled phase 2b trial'], 'DOI': '10.1016/s0140-6736(13)60177-4'}"
2045,846,,"Tan H, Jenkinson N, Brown P. Dynamic neural correlates of motor error monitoring and adaptation during trial-to-trial learning.   Jan;34:5678-88.",Dynamic neural correlates of motor error monitoring and adaptation during trial-to-trial learning,"{'title': ['Dynamic Neural Correlates of Motor Error Monitoring and Adaptation during Trial-to-Trial Learning'], 'DOI': '10.1523/jneurosci.4739-13.2014'}"
2046,686,,"Tan H, Pogosyan A, Anzak A, Ashkan K, Bogdanovic M, Green AL, Aziz T, Foltynie T, Limousin P, Zrinzo L, Brown P. Complementary roles of different oscillatory activities in the subthalamic nucleus in coding motor effort in Parkinsonism.   Oct;248:187-95.",Complementary roles of different oscillatory activities in the subthalamic nucleus in coding motor effort in Parkinsonism,"{'title': ['Complementary roles of different oscillatory activities in the subthalamic nucleus in coding motor effort in Parkinsonism'], 'DOI': '10.1016/j.expneurol.2013.06.010'}"
2047,338,,"Tan H, Pogosyan A, Anzak A, Foltynie T, Limousin P, Zrinzo L, Ashkan K, Bogdanovic M, Green AL, Aziz T, Brown P. Frequency specific activity in subthalamic nucleus correlates with hand bradykinesia in Parkinson' s Disease.   Feb;240:122-29.",Frequency specific activity in subthalamic nucleus correlates with hand bradykinesia in Parkinson's Disease,"{'title': [""Frequency specific activity in subthalamic nucleus correlates with hand bradykinesia in Parkinson's disease""], 'DOI': '10.1016/j.expneurol.2012.11.011'}"
2048,1403,10.1523/JNEUROSCI.4609-14.2015,"Tan H, Pogosyan A, Ashkan K, Cheeran B, FitzGerald JJ, Green AL, Aziz T, Foltynie T, Limousin P, Zrinzo L, Brown P.. Subthalamic nucleus local field potential activity helps encode motor effort rather than force in parkinsonism..   Apr 15;35(15):5941-9. doi: 10.1523/JNEUROSCI.4609-14.2015..",Subthalamic nucleus local field potential activity helps encode motor effort rather than force in parkinsonism.,"{'title': ['Subthalamic Nucleus Local Field Potential Activity Helps Encode Motor Effort Rather Than Force in Parkinsonism'], 'DOI': '10.1523/jneurosci.4609-14.2015'}"
2049,2302,10.7554/eLife.19089,"Tan H, Pogosyan A, Ashkan K, Green AL, Aziz T, Foltynie T, Limousin P, Zrinzo . Decoding gripping force based on local field potentials recorded from subthalamic nucleus in humans.   Nov 18;5. pii: e19089. doi: 10.7554/eLife.19089.",Decoding gripping force based on local field potentials recorded from subthalamic nucleus in humans,"{'title': ['Decoding gripping force based on local field potentials recorded from subthalamic nucleus in humans'], 'DOI': '10.7554/elife.19089'}"
2050,2185,10.1056/NEJMsb1607705,"Tannock IF, Hickman JA. Limits to Personalized Cancer Medicine.   Sep;375(13):1289-94. doi: 10.1056/NEJMsb1607705.",Limits to Personalized Cancer Medicine,"{'title': ['Promise of personalized omics to precision medicine'], 'DOI': '10.1002/wsbm.1198'}"
2051,1423,10.1002/mrm.25262,"Tao Y, Hess AT, Keith GA, Rodgers CT, Liu A, Francis JM et al. Optimized saturation pulse train for human first-pass myocardial perfusion imaging at 7T.   Apr;73(4):1450-6. doi: 10.1002/mrm.25262. Epub 2014 Apr 18..",Optimized saturation pulse train for human first-pass myocardial perfusion imaging at 7T,"{'title': ['Optimized saturation pulse train for human first-pass myocardial perfusion imaging at 7T'], 'DOI': '10.1002/mrm.25262'}"
2052,1436,10.1038/ncomms7691,"Tapper W, Jones AV, Kralovics R, Harutyunyan AS, Zoi K, Leung W, Godfrey AL, Guglielmelli P, Callaway A, Ward D, Aranaz P, White H, Waghorn K, Lin F, Chase A, Baxter EJ, Maclean C, Nangalia J, Chen E, Evans P, Short M, Jack A, Wallis L, Oscier D, Duncombe AS, Schuh A, Mead AJ, Griffiths M, Ewing J, Gale R, Schnittger S, Haferlach T, Stegelmann F, DÃ•_hner K, Grallert H, Strauch K, Tanaka T, Bandinelli S, Giannopoulos A, Pieri L, Mannarelli C, Gisslinger H, Barosi G, Cazzola M, Reiter A, Harrison C, Campbell P, Green A, Vannucchi A, Cross NCP. Genetic variation at MECOM, TERT, JAK2 and MYB predispose to myeloproliferative neoplasms.   Apr 7;6:6691. doi: 10.1038/ncomms7691.","Genetic variation at MECOM, TERT, JAK2 and MYB predispose to myeloproliferative neoplasms","{'title': ['Genetic variation at MECOM, TERT, JAK2 and HBS1L-MYB predisposes to myeloproliferative neoplasms'], 'DOI': '10.1038/ncomms7691'}"
2053,840,,"Tarassenko L, Villarroel M, Guazzi A, Jorge J, Clifton DA, Pugh C. Non-contact video-based vital sign monitoring using ambient light and auto-regressive models.   May;35:807-831.",Non-contact video-based vital sign monitoring using ambient light and auto-regressive models,"{'title': ['Non-contact video-based vital sign monitoring using ambient light and auto-regressive models'], 'DOI': '10.1088/0967-3334/35/5/807'}"
2054,829,,"Tattikota SG, Rathjen T, McAnulty SJ, Wessels HH, Akerman I, van de Bunt M et al. Argonaute2 mediates compensatory expansion of the pancreatic beta cell.   Jan;19(1):122-34.",Argonaute2 mediates compensatory expansion of the pancreatic beta cell,"{'title': ['Argonaute2 Mediates Compensatory Expansion of the Pancreatic β Cell'], 'DOI': '10.1016/j.cmet.2013.11.015'}"
2055,2343,,"Taylor C, Mannion D, Miranda F, Karaminejadranjbar M, Herrero-Gonzalez S, Hellner K, et al. Loss of PFKFB4 induces cell death in mitotically arrested ovarian cancer cells. Oncotarget. 2017;8(11):17960-80.
",Loss of PFKFB4 induces cell death in mitotically arrested ovarian cancer cells. ,"{'title': ['Loss of PFKFB4 induces cell death in mitotically arrested ovarian cancer cells'], 'DOI': '10.18632/oncotarget.14910'}"
2056,1772,10.1038/ng.3304,"Taylor JC, Martin HC, Lise S, Broxholme J, Cazier JB, Rimmer A et al. Factors influencing success of clinical genome sequencing across a broad spectrum of disorders.   Jul;47(7):717-26. doi: 10.1038/ng.3304. Epub 2015 May 18..",Factors influencing success of clinical genome sequencing across a broad spectrum of disorders,"{'title': ['Factors influencing success of clinical genome sequencing across a broad spectrum of disorders'], 'DOI': '10.1038/ng.3304'}"
2057,918,10.1017/S0033291713001062,"Taylor MJ1, Godlewska B1, Near J, Christmas D2, Potokar J, Collier J, Klenerman P, Barnes E, Cowen PJ. Effect of interferon-_ on cortical glutamate in patients with hepatitis C: a proton magnetic resonance spectroscopy study.   Mar;44(4):789-95. doi: 10.1017/S0033291713001062.",Effect of interferon-_ on cortical glutamate in patients with hepatitis C: a proton magnetic resonance spectroscopy study,"{'title': ['Effect of interferon-α on cortical glutamate in patients with hepatitis C: a proton magnetic resonance spectroscopy study'], 'DOI': '10.1017/s0033291713001062'}"
2058,1142,,"Tee YK, Harston GW, Blockley N, Okell TW, Levman J, Sheerin F, Cellerini M, Jezzard P, Kennedy J, Payne SJ, Chappell MA. Comparing different analysis methods for quantifying the MRI amide proton transfer (APT) effect in hyperacute stroke patients.   Sep;27(9):1019-29.",Comparing different analysis methods for quantifying the MRI amide proton transfer (APT) effect in hyperacute stroke patients,"{'title': ['Comparing different analysis methods for quantifying the MRI amide proton transfer (APT) effect in hyperacute stroke patients'], 'DOI': '10.1002/nbm.3147'}"
2059,706,,"Telman MD, Holmes EA, Lau JY. Modifying adolescent interpretation biases through cognitive training: Effects on negative affect and stress appraisals.   Oct 1. [Epub ahead of print].",Modifying adolescent interpretation biases through cognitive training: Effects on negative affect and stress appraisals,"{'title': ['Modifying Adolescent Interpretation Biases Through Cognitive Training: Effects on Negative Affect and Stress Appraisals'], 'DOI': '10.1007/s10578-013-0386-6'}"
2060,1449,,"Teoh EJ, McGowan DR, Bradley KM, Belcher E, Black E, Gleeson FV.. Novel penalised likelihood reconstruction of PET in the assessment of histologically verified small pulmonary nodules.   May. Epub ahead of print.",Novel penalised likelihood reconstruction of PET in the assessment of histologically verified small pulmonary nodules,"{'title': ['Novel penalised likelihood reconstruction of PET in the assessment of histologically verified small pulmonary nodules'], 'DOI': '10.1007/s00330-015-3832-y'}"
2061,1590,10.2967/jnumed.115.159301,"Teoh EJ, McGowan DR, Macpherson RE, Bradley KM, Gleeson FV. Phantom and Clinical Evaluation of the Bayesian Penalized Likelihood Reconstruction Algorithm Q.Clear on an LYSO PET/CT System..   Sep;56(9):1447-1452. doi:10.2967/jnumed.115.159301.",Phantom and Clinical Evaluation of the Bayesian Penalized Likelihood Reconstruction Algorithm Q.Clear on an LYSO PET/CT System.,"{'title': ['Phantom and Clinical Evaluation of the Bayesian Penalized Likelihood Reconstruction Algorithm Q.Clear on an LYSO PET/CT System'], 'DOI': '10.2967/jnumed.115.159301'}"
2062,1502,10.1128/JVI.03627-14,"Ternette N, Block P, Bernabeu AS, Borthwick N, Pappalardo E, Abdul-Jawad S et al. Early kinetics of HLA class I-associated peptidome of MVAHIVconsv-infected cells.   Jun. doi: 10.1128/JVI.03627-14. Epub 2015 Mar 25..",Early kinetics of HLA class I-associated peptidome of MVAHIVconsv-infected cells,"{'title': ['Early Kinetics of the HLA Class I-Associated Peptidome of MVA.HIVconsv-Infected Cells'], 'DOI': '10.1128/jvi.03627-14'}"
2063,1969,10.1002/eji.201545890,"Ternette N, Yang H, Partridge T, Llano A, CedeÃ±o S, Fischer R et al. Defining the HLA class I-associated viral antigen repertoire from HIV-1-infected human cells.   Jan;46(1):60-9. doi: 10.1002/eji.201545890. Epub 2015 Nov 4..",Defining the HLA class I-associated viral antigen repertoire from HIV-1-infected human cells,"{'title': ['Defining the HLA class I-associated viral antigen repertoire from HIV-1-infected human cells'], 'DOI': '10.1002/eji.201545890'}"
2064,257,,"Thanabalasingham G, Huffman JE, Kattla JJ, Novokmet M, Rudan I, Gloyn AL, Hayward C, Adamczyk B, Reynolds RM, Muzinic A, Hassanali N, Pucic M, Bennett AJ, Essafi A, Polasek O, Mughal SA, Redzic I, Primorac D, Zgaga L, Kolcic I, Hansen T, Gasperikova D, Tjora E, Strachan MW, Nielsen T, Stanik J, Klimes I, Pedersen OB, Nj, Campbell H, McCarthy MI, Rudd PM, Owen KR, Lauc G, Wright AF. Mutations in HNF1A result in marked alterations of plasma glycan profile.   Dec 28.",Mutations in HNF1A result in marked alterations of plasma glycan profile,"{'title': ['Mutations in HNF1A Result in Marked Alterations of Plasma Glycan Profile'], 'DOI': '10.2337/db12-0880'}"
2065,588,10.1111/dme.12210.,"Thanabalasingham G, Kaur K, Talbot F, Colclough K, Mathews A, Taylor JC, Ellard S, Owen KR. Atypical phenotype associated with reported GCK exon 10 deletions: clinical judgement is needed alongside appropriate genetic investigations.   Aug;30(8):e233-38. ePub ahead of print: 2013  Apr. 16 doi: 10.1111/dme.12210.",Atypical phenotype associated with reported GCK exon 10 deletions: clinical judgement is needed alongside appropriate genetic investigations,"{'title': ['Atypical phenotype associated with reportedGCKexon\xa010 deletions: clinical judgement is needed alongside appropriate genetic investigations'], 'DOI': '10.1111/dme.12210'}"
2066,58,,"Thanabalasingham G, Pal A, Selwood MP, Dudley C, Fisher K, Bingley PJ, Ellard S, Farmer AJ, McCarthy MI, Owen KR. Systematic assessment of etiology in adults with a clinical diagnosis of young-onset type 2 diabetes is a successful strategy for identifying maturity-onset diabetes of the young.   Jun;35(6):1206-12.",Systematic assessment of etiology in adults with a clinical diagnosis of young-onset type 2 diabetes is a successful strategy for identifying maturity-onset diabetes of the young,"{'title': ['Systematic Assessment of Etiology in Adults With a Clinical Diagnosis of Young-Onset Type 2 Diabetes Is a Successful Strategy for Identifying Maturity-Onset Diabetes of the Young'], 'DOI': '10.2337/dc11-1243'}"
2067,1496,10.1371/journal.pone.0129555,"Thebault S, Waters P, Snape MD, Cottrell D, Darin N, HallbÃ¶Ã¶k T, Huutoniemi A, Partinen M, Pollard AJ, Vincent A. Neuronal Antibodies in Children with or without Narcolepsy following H1N1-AS03 Vaccination..   Jun;10(6):e0129555. doi: 10.1371/journal.pone.0129555. eCollection 2015..",Neuronal Antibodies in Children with or without Narcolepsy following H1N1-AS03 Vaccination.,"{'title': ['Neuronal Antibodies in Children with or without Narcolepsy following H1N1-AS03 Vaccination'], 'DOI': '10.1371/journal.pone.0129555'}"
2068,39,,"Thevathasan W, Cole MH, Graepel CL, Hyam JA, Jenkinson N, Brittain J-S, Coyne TJ, Silburn PA, Aziz TZ, Kerr G, Brown P. A spatiotemporal analysis of gait freezing and the impact of pedunculopontine nucleus stimulation.   May;135:1446-54.",A spatiotemporal analysis of gait freezing and the impact of pedunculopontine nucleus stimulation,"{'title': ['A spatiotemporal analysis of gait freezing and the impact of pedunculopontine nucleus stimulation'], 'DOI': '10.1093/brain/aws039'}"
2069,1751,10.1016/j.neuroimage.2015.10.090,"Thomas AG, Dennis A, Rawlings NB, Stagg CJ, Matthews L, Morris M, Kolind SH, Foxley S, Jenkinson M, Nichols TE, Dawes H, Bandettini PA, Johansen-Berg H. Multi-modal characterization of rapid anterior hippocampal volume increase associated with aerobic exercise..   Dec;pii: S1053-8119(15):01072-1. doi: 10.1016/j.neuroimage.2015.10.090. [Epub ahead of print].",Multi-modal characterization of rapid anterior hippocampal volume increase associated with aerobic exercise.,"{'title': ['Multi-modal characterization of rapid anterior hippocampal volume increase associated with aerobic exercise'], 'DOI': '10.1016/j.neuroimage.2015.10.090'}"
2070,2122,10.1016/j.jaad.2016.06.016,"Thomas KS, Ormerod AD, Craig FE, Greenlaw N, Norrie J, Mitchell E, Mason JM, Johnston GA, Wahie S, Williams HC; UK Dermatology Clinical Trials Network's STOP GAP Team.. Clinical outcomes and response of patients applying topical therapy for pyoderma gangrenosum: A prospective cohort study..   Nov;75(5):940-949. doi: 10.1016/j.jaad.2016.06.016. Epub 2016 Aug 5.",Clinical outcomes and response of patients applying topical therapy for pyoderma gangrenosum: A prospective cohort study.,"{'title': ['Clinical outcomes and response of patients applying topical therapy for pyoderma gangrenosum: A prospective cohort study'], 'DOI': '10.1016/j.jaad.2016.06.016'}"
2071,975,10.1097/QAD.0000000000000220,"Thompson F, Ghanem M, Conway K, de Ruiter A, Taylor GP, Drakesmith H, Lyall H. Intravenous iron and vertical HIV transmission: any connection?.   May;28(8):1245-6. 10.1097/QAD.0000000000000220.",Intravenous iron and vertical HIV transmission: any connection?,"{'title': ['Intravenous iron and vertical HIV transmission'], 'DOI': '10.1097/qad.0000000000000220'}"
2072,593,,"Thompson IR, Chand AN, King PJ, Ansorge O, Karavitaki N, Jones CA, Rahmutula D, Gardner DG, Zivkovic V, Wheeler-Jones CP, McGonnell IM, Korbonits M, Anderson RA, Wass JA, McNeilly AS, Fowkes RC. Expression of guanylyl cyclase-B (GC-B/NPR2) receptors in normal human fetal pituitaries and human pituitary adenomas implicates a role for C-type natriuretic peptide.   Aug;19(4). 497-508.",Expression of guanylyl cyclase-B (GC-B/NPR2) receptors in normal human fetal pituitaries and human pituitary adenomas implicates a role for C-type natriuretic peptide,"{'title': ['Expression of guanylyl cyclase-B (GC-B/NPR2) receptors in normal human fetal pituitaries and human pituitary adenomas implicates a role for C-type natriuretic peptide'], 'DOI': '10.1530/erc-12-0129'}"
2073,805,10.1136/bmjopen-2013-003612,"Thompson MI, Lasserson D, McCann L, Thompson M, Heneghan C. Suitability of emergency department attenders to be assessed in primary care: survey of general practitioner agreement in a random sample of triage records analysed in a service evaluation project.   Dec 6;3(12):E003612. doi: 10.1136/bmjopen-2013-003612.",Suitability of emergency department attenders to be assessed in primary care: survey of general practitioner agreement in a random sample of triage records analysed in a service evaluation project,"{'title': ['Suitability of emergency department attenders to be assessed in primary care: survey of general practitioner agreement in a random sample of triage records analysed in a service evaluation project'], 'DOI': '10.1136/bmjopen-2013-003612'}"
2074,1063,,"Thomsen SK, Gloyn AL. The pancreatic beta cell: recent insights from human genetics.   Jul.",The pancreatic beta cell: recent insights from human genetics,"{'title': ['The pancreatic β cell: recent insights from human genetics'], 'DOI': '10.1016/j.tem.2014.05.001'}"
2075,1335,10.1097/QCO.0000000000000123,"Thornhill J,  Fidler S,  ., Frater J. Advancing the HIV cure agenda: the next 5 years.   Feb;28(1):01-Sep.  doi: 10.1097/QCO.0000000000000123..",Advancing the HIV cure agenda: the next 5 years,"{'title': ['Advancing the HIV cure agenda'], 'DOI': '10.1097/qco.0000000000000123'}"
2076,1853,10.2217/fvl.15.92,"Thornhill J, Fidler S, Frater J. Post-treatment control: a functional cure for HIV..   Nov;10(11):1245-56.. 10.2217/fvl.15.92.",Post-treatment control: a functional cure for HIV.,"{'title': ['Barriers to HIV Cure'], 'DOI': '10.1111/tan.12867'}"
