FinalDOI,ID,complete,api_add,times_cited,recent_citations,highly_cited_1,highly_cited_5,highly_cited_10,relative_citation_ratio,field_citation_ratio,license
10.1212/wnl.0000000000002528,1829,"malik r, traylor m, pulit sl, bevan s, hopewell jc, holliday eg, zhao w, abrantes p, amouyel p, attia jr, battey tw, berger k, boncoraglio gb, chauhan g, cheng yc, chen wm, clarke r, cotlarciuc i, debette s, falcone gj, ferro jm, gamble dm, ilinca a, kittner sj, kourkoulis ce, lemmens r, levi cr, lichtner p, lindgren a, liu j, meschia jf, mitchell bd, oliveira sa, pera j, reiner ap, rothwell pm, sharma p, slowik a, sudlow cl, tatlisumak t, thijs v, vicente am, woo d, seshadri s, saleheen d, rosand j, markus hs, worrall bb, dichgans m; isgc analysis group; metastroke collaboration; wellcome trust case control consortium 2 (wtccc2); ninds stroke genetics network (sign).. low-frequency and common genetic variation in ischemic stroke: the metastroke collaboration.   mar 29;86(13):1217-26. .","{'doi': '10.1212/wnl.0000000000002528', 'times_cited': 56, 'recent_citations': 34, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 4.4, 'field_citation_ratio': 25.97, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",56.0,34.0,False,False,False,4.4,25.97,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1093/trstmh/tru206,1389,"manjaly thomas zr, mcshane h. aerosol immunisation for tb: matching route of vaccination to route of infection.   mar;109(3):175-81. doi: 10.1093/trstmh/tru206. epub 2015 jan 30.","{'doi': '10.1093/trstmh/tru206', 'times_cited': 24, 'recent_citations': 10, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 1.87, 'field_citation_ratio': 4.88, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",24.0,10.0,False,False,False,1.87,4.88,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1016/j.diabres.2014.05.003,989,"manley se, hikin lj, round ra, manning pw, luzio sd, dunseath gj et al. comparison of ifcc-calibrated hba1c from laboratory and point of care testing systems.   may;105(3):364-72.","{'doi': '10.1016/j.diabres.2014.05.003', 'times_cited': 8, 'recent_citations': 3, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 0.51, 'field_citation_ratio': 2.64, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",8.0,3.0,False,False,False,0.51,2.64,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1017/s0033291714001585,1187,"mannie zn, filippini n, williams c, near j, mackay ce, cowen pj. structural and functional imaging of the hippocampus in young people at familial risk of depression.   oct;44(14):2939-48. doi: 10.1017/s0033291714000580. epub 2014 apr 7.","{'doi': '10.1017/s0033291714001585', 'times_cited': 0, 'recent_citations': 0, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': None, 'field_citation_ratio': 0.0, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",0.0,0.0,False,False,False,,0.0,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1192/bjp.bp.113.126987,534,"mannie zn, williams c, diesch j, steptoe a, leeson p, cowen pj. cardiovascular and metabolic risk profile in young people at familial risk of depression.   jul;203(1):18-23.","{'doi': '10.1192/bjp.bp.113.126987', 'times_cited': 19, 'recent_citations': 5, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 1.09, 'field_citation_ratio': 4.97, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",19.0,5.0,False,False,False,1.09,4.97,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1038/ng.2274,46,"manning ak, hivert mf, scott ra, grimsby jl, bouatia-naji n, chen h, rybin d, liu ct, bielak lf, prokopenko i, amin n, barnes d, cadby g, hottenga j, jingelsson e, jackson au, johnson t, kanoni s, ladenvall c, lagou v, lahti j, lecoeur c, liu y, martinez-larrad mt, montasser me, navarro p, perry jr, rasmussen-torvik lj, salo p, sattar n, shungin d, strawbridge rj, tanaka t, dujin cm, an p, de andrade m, andrews js, aspelund t, atalay m, aulchenko y, balkau b, bandinelli s, beckmann js, beilby jp, bellis c, bergman rn, blangero j, boban m, boehnke m, boerwinkle e, bonnycastle ll, boomsma di, borecki ib, bottcher y, bouchard c, brunner e, budimir d, campbell h, carlson o, chines ps, clarke r, collins fs, corbaton-anchuelo a, couper dfu, dedoussis gv, deloukas p, dimitriou m, egan jm, eiriksdottir g, erdos mr, eriksson jg, eury e, ferrucci l, ford i, forouhi ng, fox cs, franzosi mg, franks pw, frayling tm, froguel p, galan pge, gigante b, glazer nl, goel a, groop l, gudnason v, hallmans g, hamsten a, hansson o, harris tb, hayward c, heath s, hercberg s, hicks aa, hingorani a, hofman a, hui j, hung j, jarvelin mr, jhun ma, johnson pc, jukema jw, jula a, kao wh, kaprio j, kardia sl, keinanen-kiukaanniemi s, kivimaki m, kolcic i, kovacs p, kumari m, kuusisto j, kyvik ko, laakso m, lakka t, lannfelt l, lathrop gm, launer, lj, leander k, li g, lind l, lindstrom j, lobbens s, loos rj, luan j, lyssenko v, magi r, magnusson pk, marmot m, meneton p, mohlke kl, mooser v, morken ma, miljkovic i, narisu n, o'connell j, ong kk, oostra ba, palmer lj, palotie a, pankow js, peden jf, pedersen nl, pehlic m, peltonen l, penninx b, pericic m, perola m, perusse l, peyser pa, polasek o, pramstaller pp, province ma, raikkonen k, rauramaa r, rehnberg e, rice k, rotter ji, rudan i, ruokonen a, saaristo t, sabater-lleal m, salomaa v, savage db, saxena r, schwarz p, seedorf u, sennblad b, serrano-rios m, shuldiner ar, sijbrands ej, siscovick ds, smit jh, small ks, smith nl, smith av, stancakova a, stirrups, k, stumvoll m, sun yv, swift aj, tonjes a, tuomilehto j, trompet s, uitterlinden ag, uusitupa m, vikstrom m, vitart v, vohl mc, voight bf, vollenweider p, waeber g, waterworth dm, watkins h, wheeler e, widen e, wild sh, willems sm, willemsen g, wilsonjf, witteman jc, wright af, yaghootkar h, zelenika d, zemunik t, zgaga l, mccarthy mi, barroso i, watanabe rm, florez jc, dupuis j, meigs jb, langenberg c. a genome-wide approach accounting for body mass index identifies genetic variants influencing fasting glycemic traits and insulin resistance.   may.","{'doi': '10.1038/ng.2274', 'times_cited': 468, 'recent_citations': 126, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 15.39, 'field_citation_ratio': 72.04, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",468.0,126.0,False,False,False,15.39,72.04,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1007/s00125-015-3598-4,1466,"manning fox je, lyon j, dai xq, wright rc, hayward j, van de bunt m, kin t, shapiro am, mccarthy mi, gloyn al, ungrin md, lakey jr, kneteman nm, warnock gl, korbutt gs, rajotte rv, macdonald pe. human islet function following 20 years of cryogenic biobanking..   may 1.","{'doi': '10.1007/s00125-015-3598-4', 'times_cited': 19, 'recent_citations': 10, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 1.17, 'field_citation_ratio': 7.59, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",19.0,10.0,False,False,False,1.17,7.59,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1161/strokeaha.115.009078,1962,"manning ls, mistri ak, potter j, rothwell pm, robinson tg. short-term blood pressure variability in acute stroke: post hoc analysis of the controlling hypertension and hypotension immediately post stroke and continue or stop post-stroke antihypertensives collaborative study trials..   jun;46(6):1518-24. doi: 10.1161/strokeaha.115.009078. epub 2015 apr 23.","{'doi': '10.1161/strokeaha.115.009078', 'times_cited': 22, 'recent_citations': 18, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 1.9, 'field_citation_ratio': 5.86, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",22.0,18.0,False,False,False,1.9,5.86,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1007/s00125-012-2676-0,206,"manolopoulos kn, karpe f, frayn kn. marked resistance of femoral adipose tissue blood flow and lipolysis to adrenaline in vivo.   nov;55(11):3029-37.","{'doi': '10.1007/s00125-012-2676-0', 'times_cited': 27, 'recent_citations': 8, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 1.13, 'field_citation_ratio': 7.03, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",27.0,8.0,False,False,False,1.13,7.03,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1136/bmj.i708,1898,"mant j, mcmanus rj, roalfe a, fletcher k, taylor cj, martin u et al. different systolic blood pressure targets for people with history of stroke or transient ischaemic attack: past-bp (prevention after stroke-blood pressure) randomised controlled trial.   feb;352:i708. doi: 10.1136/bmj.i708..","{'doi': '10.1136/bmj.i708', 'times_cited': 21, 'recent_citations': 11, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 1.91, 'field_citation_ratio': 8.86, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",21.0,11.0,False,False,False,1.91,8.86,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1136/bmjresp-2015-000110,1783,"manuel ar, hart n, stradling jr. correlates of obesity-related chronic ventilatory failure.   feb 18;3(1):e000110. doi:10.1136/bmjresp-2015-000110.","{'doi': '10.1136/bmjresp-2015-000110', 'times_cited': 12, 'recent_citations': 8, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 1.44, 'field_citation_ratio': 6.27, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",12.0,8.0,False,False,False,1.44,6.27,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1378/chest.14-1279,1329,"manuel ar, hart n, stradling jr. is a raised bicarbonate, without hypercapnia, part of the physiologic spectrum of obesity-related hypoventilation?.   feb;147(2):362-8.","{'doi': '10.1378/chest.14-1279', 'times_cited': 41, 'recent_citations': 14, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 3.41, 'field_citation_ratio': 12.53, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",41.0,14.0,False,False,False,3.41,12.53,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1161/circulationaha.112.001133,531,"margaritis m, antonopoulos as, digby j, lee r, reilly s, coutinho p et al. interactions between vascular wall and perivascular adipose tissue reveal novel roles for adiponectin in the regulation of endothelial nitric oxide synthase function in human vessels.   jun 4;127(22):2209-21.","{'doi': '10.1161/circulationaha.112.001133', 'times_cited': 115, 'recent_citations': 44, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 5.62, 'field_citation_ratio': 31.8, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",115.0,44.0,False,False,False,5.62,31.8,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1089/ars.2013.5430,921,"margaritis m, channon km, antoniades c. statins as regulators of redox state in the vascular endothelium: beyond lipid lowering.   mar 10;20(8):1198-1215.","{'doi': '10.1089/ars.2013.5430', 'times_cited': 57, 'recent_citations': 14, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 3.62, 'field_citation_ratio': 17.43, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",57.0,14.0,False,False,False,3.62,17.43,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.3324/haematol.2013.094193,666,"marks di, woo ka, zhong x, appelbaum fr, bachanova v, barker jn et al. unrelated umbilical cord blood transplant for adult acute lymphoblastic leukemia in first and second complete remission: a comparison with allografts from adult unrelated donors.   sep;20:20.","{'doi': '10.3324/haematol.2013.094193', 'times_cited': 56, 'recent_citations': 13, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 2.65, 'field_citation_ratio': 12.57, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",56.0,13.0,False,False,False,2.65,12.57,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1016/s1474-4422(13)70211-4,722,"markus hs, van der worp hb, rothwell pm. posterior circulation ischaemic stroke and transient ischaemic attack: diagnosis, investigation, and secondary prevention.   oct 12(10):989-98.","{'doi': '10.1016/s1474-4422(13)70211-4', 'times_cited': 63, 'recent_citations': 32, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 3.3, 'field_citation_ratio': 13.71, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",63.0,32.0,False,False,False,3.3,13.71,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1080/13803395.2012.672966,5,"markwick, a., zamboni, g., & de jager, c. a. (2012). profiles of cognitive subtest impairment in the montreal cognitive assessment (moca) in a research cohort with normal mini-mental state examination (mmse) scores. journal of clinical and experimental neuropsychology, 34(7), 750-757.","{'doi': '10.1080/13803395.2012.672966', 'times_cited': 43, 'recent_citations': 12, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 2.01, 'field_citation_ratio': 9.82, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",43.0,12.0,False,False,False,2.01,9.82,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1038/nature21039,2402,"marouli e, graff m, medina-gomez c, lo ks, wood ar, kjaer tr, et al. rare and low-frequency coding variants alter human adult height. nature. 2017;542(7640):186-90.","{'doi': '10.1038/nature21039', 'times_cited': 224, 'recent_citations': 178, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 19.72, 'field_citation_ratio': 69.14, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",224.0,178.0,False,False,False,19.72,69.14,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1111/j.1468-1331.2012.03739.x,212,"marquardt l, baker r, segal h, burgess ai, poole d, hughes da, rothwell pm. fabry disease in unselected patients with tia or stroke: population-based study.   nov;19(11):1427-32.","{'doi': '10.1111/j.1468-1331.2012.03739.x', 'times_cited': 21, 'recent_citations': 3, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 1.3, 'field_citation_ratio': 5.47, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",21.0,3.0,False,False,False,1.3,5.47,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1016/j.neuroimage.2012.10.088,200,"marreiros ac, cagnan h, moran rj, friston kj, brown p. basal ganglia-cortical interactions in parkinsonian patients.   nov;66:301-10.","{'doi': '10.1016/j.neuroimage.2012.10.088', 'times_cited': 48, 'recent_citations': 11, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 1.98, 'field_citation_ratio': 9.29, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",48.0,11.0,False,False,False,1.98,9.29,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1016/j.jinf.2015.05.006,1454,"marsay l, dold c, green ca, rollier cs, norheim g, sadarangani m, shanyinde m, brehony c, thompson aj, sanders h, chan h, haworth k, derrick jp, feavers im, maiden mc, pollard aj. a novel meningococcal outer membrane vesicle vaccine with constitutive expression of feta: a phase i clinical trial.   may. pii: s0163-4453(15)00157-7. doi: 10.1016/j.jinf.2015.05.006. [epub ahead of print].","{'doi': '10.1016/j.jinf.2015.05.006', 'times_cited': 15, 'recent_citations': 7, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 1.55, 'field_citation_ratio': 2.81, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",15.0,7.0,False,False,False,1.55,2.81,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1371/journal.pone.0085055,873,"marshall as, barker ci, pulickal as, kibwana e, gautam sc, clutterbuck ea et al. the seroepidemiology of haemophilus influenzae type b prior to introduction of an immunization programme in kathmandu, nepal.   jan 22;9(1):e85055.","{'doi': '10.1371/journal.pone.0085055', 'times_cited': 2, 'recent_citations': 1, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 0.25, 'field_citation_ratio': 0.66, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",2.0,1.0,False,False,False,0.25,0.66,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1097/xeb.0000000000000048,1497,"marshall h, wang b, wesselingh s, snape m, pollard aj. control of invasive meningococcal disease: is it achievable?.   mar;14(1):3-14. doi: 10.1097/xeb.0000000000000048..","{'doi': '10.1097/xeb.0000000000000048', 'times_cited': 5, 'recent_citations': 2, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 0.66, 'field_citation_ratio': 1.96, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",5.0,2.0,False,False,False,0.66,1.96,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1097/qad.0000000000001382,2388,"martin ge, gossez m, williams jp, stohr w, meyerowitz j, leitman em, et al. post-treatment control or treated controllers? viral remission in treated and untreated primary hiv infection. aids. 2017;31(4):477-84.","{'doi': '10.1097/qad.0000000000001382', 'times_cited': 26, 'recent_citations': 20, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 3.23, 'field_citation_ratio': 9.73, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",26.0,20.0,False,False,False,3.23,9.73,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1093/hmg/ddu030,898,"martin hc, kim ge, pagnamenta at, murakami y, carvill g, meyer e, copley rr, rimmer a, barcia g, fleming m, kronengold j, brown mr, hudspith ka, broxholme j, kanapin a, cazier jb, kinoshita t, nabbout r, the wgs500 consortium, bentley d, mcvean g, heavin s, zaiwalla z, mcshane t, mefford h, shears d, stewart h, kurian ma, scheffer ie, blair e, donnelly p, kaczmarek lk, taylor jc. clinical whole-genome sequencing in severe early-onset epilepsy reveals new genes and improves molecular diagnosis.   feb 11.  epub ahead of print.","{'doi': '10.1093/hmg/ddu030', 'times_cited': 130, 'recent_citations': 39, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 6.22, 'field_citation_ratio': 21.45, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",130.0,39.0,False,False,False,6.22,21.45,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1016/s1473-3099(16)30201-8,2213,"martin ng, iro ma, sadarangani m, goldacre r, pollard aj, goldacre mj et al. hospital admissions for viral meningitis in children in england over five decades: a population-based observational study.   aug. pii: s1473-3099(16)30201-8. doi: 10.1016/s1473-3099(16)30201-8. [epub ahead of print].","{'doi': '10.1016/s1473-3099(16)30201-8', 'times_cited': 21, 'recent_citations': 15, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 1.9, 'field_citation_ratio': 8.24, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",21.0,15.0,False,False,False,1.9,8.24,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1016/s1473-3099(14)70027-1,924,"martin ng, sadarangani m, pollard aj, goldacre mj. hospital admission rates for meningitis and septicaemia caused by haemophilus influenzae, neisseria meningitidis, and streptococcus pneumoniae in children in england over five decades: a population-based observational study.   mar 13.","{'doi': '10.1016/s1473-3099(14)70027-1', 'times_cited': 66, 'recent_citations': 21, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 5.01, 'field_citation_ratio': 13.94, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",66.0,21.0,False,False,False,5.01,13.94,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1586/14760584.2013.814862,596,"martin ng, snape md. a multicomponent serogroup b meningococcal vaccine is licensed for use in europe: what do we know, and what are we yet to learn?.   aug;12(8):837-58. doi: 10.1586/14760584.2013.814862.","{'doi': '10.1586/14760584.2013.814862', 'times_cited': 44, 'recent_citations': 8, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 2.45, 'field_citation_ratio': 9.57, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",44.0,8.0,False,False,False,2.45,9.57,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
